Item,CCI,contributor,/cci_items/cci_item/definition,Note,Parameter,publishdate,creator,index,location,title,version,status,Type,publishdate2,version2
2502,CCI-003534,DISA FSO,The organization publishes access procedures for Privacy Act systems of records in System of Records Notices (SORNs).,,,11/8/13,,,,,,draft,policy,5/14/14,5/14/14
2503,CCI-003535,DISA FSO,The organization adheres to Privacy Act requirements for the proper processing of Privacy Act requests.,,,11/8/13,NIST,IP-2 d,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2503,CCI-003535,DISA FSO,The organization adheres to Privacy Act requirements for the proper processing of Privacy Act requests.,,,11/8/13,,,,,,draft,policy,5/14/14,5/14/14
2504,CCI-003536,DISA FSO,The organization adheres to OMB policies and guidance for the proper processing of Privacy Act requests.,,,11/8/13,NIST,IP-2 d,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2504,CCI-003536,DISA FSO,The organization adheres to OMB policies and guidance for the proper processing of Privacy Act requests.,,,11/8/13,,,,,,draft,policy,5/14/14,5/14/14
2505,CCI-003537,DISA FSO,"The organization provides a process for individuals to have inaccurate personally identifiable information (PII) maintained by the organization corrected or amended, as appropriate.",,,11/8/13,NIST,IP-3 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2505,CCI-003537,DISA FSO,"The organization provides a process for individuals to have inaccurate personally identifiable information (PII) maintained by the organization corrected or amended, as appropriate.",,,11/8/13,,,,,,draft,policy,5/14/14,5/14/14
2506,CCI-003538,DISA FSO,"The organization establishes a process for disseminating corrections or amendments of the personally identifiable information (PII) to other authorized users of the PII, such as external information-sharing partners.",,,11/8/13,NIST,IP-3 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2506,CCI-003538,DISA FSO,"The organization establishes a process for disseminating corrections or amendments of the personally identifiable information (PII) to other authorized users of the PII, such as external information-sharing partners.",,,11/8/13,,,,,,draft,policy,5/14/14,5/14/14
2507,CCI-003539,DISA FSO,"The organization establishes a process, where feasible and appropriate, to notify affected individuals that their personally identifiable information (PII) information has been corrected or amended.",,,11/8/13,NIST,IP-3 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2507,CCI-003539,DISA FSO,"The organization establishes a process, where feasible and appropriate, to notify affected individuals that their personally identifiable information (PII) information has been corrected or amended.",,,11/8/13,,,,,,draft,policy,5/14/14,5/14/14
2508,CCI-003540,DISA FSO,"The organization implements a process for receiving complaints, concerns, or questions from individuals about the organizational privacy practices.",,,11/8/13,NIST,IP-4,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2508,CCI-003540,DISA FSO,"The organization implements a process for receiving complaints, concerns, or questions from individuals about the organizational privacy practices.",,,11/8/13,,,,,,draft,policy,5/14/14,5/14/14
2509,CCI-003541,DISA FSO,"The organization implements a process for responding to complaints, concerns, or questions from individuals about the organizational privacy practices.",,,11/8/13,NIST,IP-4,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2509,CCI-003541,DISA FSO,"The organization implements a process for responding to complaints, concerns, or questions from individuals about the organizational privacy practices.",,,11/8/13,,,,,,draft,policy,5/14/14,5/14/14
2510,CCI-003542,DISA FSO,"The organization defines the time period within which it must respond to complaints, concerns, or questions from individuals about the organizational privacy practices.",,,11/8/13,NIST,IP-4 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2510,CCI-003542,DISA FSO,"The organization defines the time period within which it must respond to complaints, concerns, or questions from individuals about the organizational privacy practices.",,,11/8/13,,,,,,draft,policy,5/14/14,5/14/14
2511,CCI-003543,DISA FSO,"The organization responds to complaints, concerns, or questions from individuals about the organizational privacy practices within the organization-defined time period.",,,11/8/13,NIST,IP-4 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2511,CCI-003543,DISA FSO,"The organization responds to complaints, concerns, or questions from individuals about the organizational privacy practices within the organization-defined time period.",,,11/8/13,,,,,,draft,policy,5/14/14,5/14/14
2512,CCI-002776,DISA FSO,The organization defines the personnel or roles to whom the incident response policy is disseminated.,,,7/12/13,NIST,IR-1 a 1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2512,CCI-002776,DISA FSO,The organization defines the personnel or roles to whom the incident response policy is disseminated.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2513,CCI-002777,DISA FSO,The organization defines the personnel or roles to whom the incident response procedures are disseminated.,,,7/12/13,NIST,IR-1 a 2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2513,CCI-002777,DISA FSO,The organization defines the personnel or roles to whom the incident response procedures are disseminated.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2514,CCI-002822,DISA FSO,"The organization establishes an integrated team of forensic/malicious code analysts, tool developers, and real-time operations personnel.",,,7/12/13,NIST,IR-10,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2514,CCI-002822,DISA FSO,"The organization establishes an integrated team of forensic/malicious code analysts, tool developers, and real-time operations personnel.",,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2515,CCI-002778,DISA FSO,The organization defines the time period in which information system users who assume an incident response role or responsibility receive incident response training.,,,7/12/13,NIST,IR-2 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2515,CCI-002778,DISA FSO,The organization defines the time period in which information system users who assume an incident response role or responsibility receive incident response training.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2516,CCI-002779,DISA FSO,The organization provides incident response training to information system users consistent with assigned roles and responsibilities when required by information system changes.,,,7/12/13,NIST,IR-2 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2516,CCI-002779,DISA FSO,The organization provides incident response training to information system users consistent with assigned roles and responsibilities when required by information system changes.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2517,CCI-002780,DISA FSO,The organization coordinates incident response testing with organizational elements responsible for related plans.,,,7/12/13,NIST,IR-3 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2517,CCI-002780,DISA FSO,The organization coordinates incident response testing with organizational elements responsible for related plans.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2518,CCI-002781,DISA FSO,The organization defines the information system components for dynamic reconfiguration as part of the incident response capability.,,,7/12/13,NIST,IR-4 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2518,CCI-002781,DISA FSO,The organization defines the information system components for dynamic reconfiguration as part of the incident response capability.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2519,CCI-002782,DISA FSO,The organization implements an incident handling capability for insider threats.,,,7/12/13,NIST,IR-4 (6),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2519,CCI-002782,DISA FSO,The organization implements an incident handling capability for insider threats.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2520,CCI-002783,DISA FSO,The organization coordinates an incident handling capability for insider threats across organization-defined components or elements of the organization.,,,7/12/13,NIST,IR-4 (7),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2520,CCI-002783,DISA FSO,The organization coordinates an incident handling capability for insider threats across organization-defined components or elements of the organization.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2521,CCI-002784,DISA FSO,The organization defines components or elements of the organization across which an incident handling capability for insider threats will be coordinated.,,,7/12/13,NIST,IR-4 (7),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2521,CCI-002784,DISA FSO,The organization defines components or elements of the organization across which an incident handling capability for insider threats will be coordinated.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2522,CCI-002785,DISA FSO,The organization coordinates with organization-defined external organizations to correlate and share organization-defined incident information to achieve a cross-organization perspective on incident awareness and more effective incident responses.,,,7/12/13,NIST,IR-4 (8),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2522,CCI-002785,DISA FSO,The organization coordinates with organization-defined external organizations to correlate and share organization-defined incident information to achieve a cross-organization perspective on incident awareness and more effective incident responses.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2523,CCI-002786,DISA FSO,The organization defines external organizations with which to correlate and share organization-defined incident information.,,,7/12/13,NIST,IR-4 (8),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2523,CCI-002786,DISA FSO,The organization defines external organizations with which to correlate and share organization-defined incident information.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2524,CCI-002787,DISA FSO,The organization defines incident information to correlate and share with organization-defined external organizations.,,,7/12/13,NIST,IR-4 (8),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2524,CCI-002787,DISA FSO,The organization defines incident information to correlate and share with organization-defined external organizations.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2525,CCI-002788,DISA FSO,The organization employs organization-defined dynamic response capabilities to effectively respond to security incidents.,,,7/12/13,NIST,IR-4 (9),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2525,CCI-002788,DISA FSO,The organization employs organization-defined dynamic response capabilities to effectively respond to security incidents.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2526,CCI-002789,DISA FSO,The organization defines dynamic response capabilities to effectively respond to security incidents.,,,7/12/13,NIST,IR-4 (9),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2526,CCI-002789,DISA FSO,The organization defines dynamic response capabilities to effectively respond to security incidents.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2527,CCI-002790,DISA FSO,The organization coordinates incident handling activities involving supply chain events with other organizations involved in the supply chain.,,,7/12/13,NIST,IR-4 (10),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2527,CCI-002790,DISA FSO,The organization coordinates incident handling activities involving supply chain events with other organizations involved in the supply chain.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2528,CCI-002791,DISA FSO,The organization defines authorities to whom security incident information is reported.,,,7/12/13,NIST,IR-6 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2528,CCI-002791,DISA FSO,The organization defines authorities to whom security incident information is reported.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2529,CCI-002792,DISA FSO,The organization defines personnel or roles to whom information system vulnerabilities associated with reported security incident information are reported.,,,7/12/13,NIST,IR-6 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2529,CCI-002792,DISA FSO,The organization defines personnel or roles to whom information system vulnerabilities associated with reported security incident information are reported.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2530,CCI-002793,DISA FSO,The organization provides security incident information to other organizations involved in the supply chain for information systems or information system components related to the incident.,,,7/12/13,NIST,IR-6 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2530,CCI-002793,DISA FSO,The organization provides security incident information to other organizations involved in the supply chain for information systems or information system components related to the incident.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2531,CCI-002794,DISA FSO,The organization develops an incident response plan.,,,7/12/13,NIST,IR-8 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2531,CCI-002794,DISA FSO,The organization develops an incident response plan.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2532,CCI-002795,DISA FSO,The organization's incident response plan provides the organization with a roadmap for implementing its incident response capability.,,,7/12/13,NIST,IR-8 a 1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2532,CCI-002795,DISA FSO,The organization's incident response plan provides the organization with a roadmap for implementing its incident response capability.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2533,CCI-002796,DISA FSO,The organization's incident response plan describes the structure and organization of the incident response capability.,,,7/12/13,NIST,IR-8 a 2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2533,CCI-002796,DISA FSO,The organization's incident response plan describes the structure and organization of the incident response capability.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2534,CCI-002797,DISA FSO,The organization's incident response plan provides a high-level approach for how the incident response capability fits into the overall organization.,,,7/12/13,NIST,IR-8 a 3,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2534,CCI-002797,DISA FSO,The organization's incident response plan provides a high-level approach for how the incident response capability fits into the overall organization.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2535,CCI-002798,DISA FSO,"The organization's incident response plan meets the unique requirements of the organization, which relate to mission, size, structure, and functions.",,,7/12/13,NIST,IR-8 a 4,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2535,CCI-002798,DISA FSO,"The organization's incident response plan meets the unique requirements of the organization, which relate to mission, size, structure, and functions.",,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2536,CCI-002799,DISA FSO,The organization's incident response plan defines reportable incidents.,,,7/12/13,NIST,IR-8 a 5,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2536,CCI-002799,DISA FSO,The organization's incident response plan defines reportable incidents.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2537,CCI-002800,DISA FSO,The organization's incident response plan provides metrics for measuring the incident response capability within the organization.,,,7/12/13,NIST,IR-8 a 6,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2537,CCI-002800,DISA FSO,The organization's incident response plan provides metrics for measuring the incident response capability within the organization.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2538,CCI-002801,DISA FSO,The organization's incident response plan defines the resources and management support needed to effectively maintain and mature an incident response capability.,,,7/12/13,NIST,IR-8 a 7,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2538,CCI-002801,DISA FSO,The organization's incident response plan defines the resources and management support needed to effectively maintain and mature an incident response capability.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2539,CCI-002802,DISA FSO,The organization defines personnel or roles to review and approve the incident response plan.,,,7/12/13,NIST,IR-8 a 8,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2539,CCI-002802,DISA FSO,The organization defines personnel or roles to review and approve the incident response plan.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2540,CCI-002803,DISA FSO,The organization defines incident response personnel (identified by name and/or by role) and organizational elements to whom incident response plan changes will be communicated.,,,7/12/13,NIST,IR-8 e,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2540,CCI-002803,DISA FSO,The organization defines incident response personnel (identified by name and/or by role) and organizational elements to whom incident response plan changes will be communicated.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2541,CCI-002804,DISA FSO,The organization protects the incident response plan from unauthorized disclosure and modification.,,,7/12/13,NIST,IR-8 f,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2541,CCI-002804,DISA FSO,The organization protects the incident response plan from unauthorized disclosure and modification.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2542,CCI-002805,DISA FSO,The organization responds to information spills by identifying the specific information involved in the information system contamination.,,,7/12/13,NIST,IR-9 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2542,CCI-002805,DISA FSO,The organization responds to information spills by identifying the specific information involved in the information system contamination.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2543,CCI-002806,DISA FSO,The organization responds to information spills by alerting organization-defined personnel or roles of the information spill using a method of communication not associated with the spill.,,,7/12/13,NIST,IR-9 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2543,CCI-002806,DISA FSO,The organization responds to information spills by alerting organization-defined personnel or roles of the information spill using a method of communication not associated with the spill.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2544,CCI-002807,DISA FSO,The organization defines personnel or roles to be alerted of information spills using a method of communication not associated with the spill.,,,7/12/13,NIST,IR-9 b,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2544,CCI-002807,DISA FSO,The organization defines personnel or roles to be alerted of information spills using a method of communication not associated with the spill.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2545,CCI-002808,DISA FSO,The organization responds to information spills by isolating the contaminated information system or system component.,,,7/12/13,NIST,IR-9 c,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2545,CCI-002808,DISA FSO,The organization responds to information spills by isolating the contaminated information system or system component.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2546,CCI-002809,DISA FSO,The organization responds to information spills by eradicating the information from the contaminated information system or component.,,,7/12/13,NIST,IR-9 d,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2546,CCI-002809,DISA FSO,The organization responds to information spills by eradicating the information from the contaminated information system or component.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2547,CCI-002810,DISA FSO,The organization responds to information spills by identifying other information systems or system components that may have been subsequently contaminated.,,,7/12/13,NIST,IR-9 e,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2547,CCI-002810,DISA FSO,The organization responds to information spills by identifying other information systems or system components that may have been subsequently contaminated.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2548,CCI-002811,DISA FSO,The organization responds to information spills by performing other organization-defined actions.,,,7/12/13,NIST,IR-9 f,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2548,CCI-002811,DISA FSO,The organization responds to information spills by performing other organization-defined actions.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2549,CCI-002812,DISA FSO,The organization defines other actions required to respond to information spills.,,,7/12/13,NIST,IR-9 f,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2549,CCI-002812,DISA FSO,The organization defines other actions required to respond to information spills.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2550,CCI-002813,DISA FSO,The organization assigns organization-defined personnel or roles with responsibility for responding to information spills.,,,7/12/13,NIST,IR-9 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2550,CCI-002813,DISA FSO,The organization assigns organization-defined personnel or roles with responsibility for responding to information spills.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2551,CCI-002814,DISA FSO,The organization assigns organization-defined personnel or roles with responsibility for responding to information spills.,,,7/12/13,NIST,IR-9 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,deprecated,,5/14/14,5/14/14
2551,CCI-002814,DISA FSO,The organization assigns organization-defined personnel or roles with responsibility for responding to information spills.,,,7/12/13,,,,,,deprecated,policy,5/14/14,5/14/14
2552,CCI-002815,DISA FSO,The organization defines personnel or roles to whom responsibility for responding to information spills will be assigned.,,,7/12/13,NIST,IR-9 (1),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2552,CCI-002815,DISA FSO,The organization defines personnel or roles to whom responsibility for responding to information spills will be assigned.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2553,CCI-002816,DISA FSO,The organization provides information spillage response training according to an organization-defined frequency.,,,7/12/13,NIST,IR-9 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2553,CCI-002816,DISA FSO,The organization provides information spillage response training according to an organization-defined frequency.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2554,CCI-002817,DISA FSO,The organization defines the frequency with which to provide information spillage response training.,,,7/12/13,NIST,IR-9 (2),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2554,CCI-002817,DISA FSO,The organization defines the frequency with which to provide information spillage response training.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2555,CCI-002818,DISA FSO,The organization implements organization-defined procedures to ensure that organizational personnel impacted by information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions.,,,7/12/13,NIST,IR-9 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2555,CCI-002818,DISA FSO,The organization implements organization-defined procedures to ensure that organizational personnel impacted by information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2556,CCI-002819,DISA FSO,The organization defines procedures to implement to ensure that organizational personnel impacted by information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions.,,,7/12/13,NIST,IR-9 (3),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2556,CCI-002819,DISA FSO,The organization defines procedures to implement to ensure that organizational personnel impacted by information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2557,CCI-002820,DISA FSO,The organization employs organization-defined security safeguards for personnel exposed to information not within assigned access authorizations.,,,7/12/13,NIST,IR-9 (4),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2557,CCI-002820,DISA FSO,The organization employs organization-defined security safeguards for personnel exposed to information not within assigned access authorizations.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2558,CCI-002821,DISA FSO,The organization defines security safeguards to employ for personnel exposed to information not within assigned access authorizations.,,,7/12/13,NIST,IR-9 (4),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2558,CCI-002821,DISA FSO,The organization defines security safeguards to employ for personnel exposed to information not within assigned access authorizations.,,,7/12/13,,,,,,draft,policy,5/14/14,5/14/14
2559,CCI-002861,DISA FSO,The organization defines the personnel or roles to whom a system maintenance policy is disseminated.,,,7/22/13,NIST,MA-1 a 1,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2559,CCI-002861,DISA FSO,The organization defines the personnel or roles to whom a system maintenance policy is disseminated.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2560,CCI-002862,DISA FSO,The organization defines the personnel or roles to whom system maintenance procedures are to be disseminated.,,,7/22/13,NIST,MA-1 a 2,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2560,CCI-002862,DISA FSO,The organization defines the personnel or roles to whom system maintenance procedures are to be disseminated.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2561,CCI-002863,DISA FSO,"The organization employs automated mechanisms to schedule, conduct, and document repairs.",,,7/22/13,NIST,MA-2 (2) (a),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2561,CCI-002863,DISA FSO,"The organization employs automated mechanisms to schedule, conduct, and document repairs.",,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2562,CCI-002864,DISA FSO,"The organization produces up-to date, accurate, and complete records of all maintenance requested, scheduled, in process, and completed.",,,7/22/13,NIST,MA-2 (2) (b),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2562,CCI-002864,DISA FSO,"The organization produces up-to date, accurate, and complete records of all maintenance requested, scheduled, in process, and completed.",,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2563,CCI-002865,DISA FSO,"The organization produces up-to date, accurate, and complete records of all repair actions requested, scheduled, in process, and completed.",,,7/22/13,NIST,MA-2 (2) (b),http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2563,CCI-002865,DISA FSO,"The organization produces up-to date, accurate, and complete records of all repair actions requested, scheduled, in process, and completed.",,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2564,CCI-002866,DISA FSO,The organization schedules maintenance on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,NIST,MA-2 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2564,CCI-002866,DISA FSO,The organization schedules maintenance on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2565,CCI-002867,DISA FSO,The organization performs maintenance on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,NIST,MA-2 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2565,CCI-002867,DISA FSO,The organization performs maintenance on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2566,CCI-002868,DISA FSO,The organization documents maintenance on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,NIST,MA-2 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2566,CCI-002868,DISA FSO,The organization documents maintenance on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
2567,CCI-002869,DISA FSO,The organization reviews records of maintenance on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,NIST,MA-2 a,http://csrc.nist.gov/publications/PubsSPs.html,NIST SP 800-53 Revision 4,4,draft,,5/14/14,5/14/14
2567,CCI-002869,DISA FSO,The organization reviews records of maintenance on information system components in accordance with manufacturer or vendor specifications and/or organizational requirements.,,,7/22/13,,,,,,draft,policy,5/14/14,5/14/14
